[32m [INFO] [11/25/2025 12:48] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Login | FILE: /Users/niek/Documents/code/github/Niek-CMS/server/auth/authServices.ts | FUNCTION: Login | MESSAGE: Login succesful [0m 
[32m [INFO] [11/25/2025 13:08] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Login | FILE: /Users/niek/Documents/code/github/Niek-CMS/server/auth/authServices.ts | FUNCTION: Login | MESSAGE: Login succesful [0m 
[32m [INFO] [11/25/2025 13:08] | USER: nogeens@goedtesten.com | IP: ::ffff:127.0.0.1 | ROUTE: /folderTree | FILE: routes/editRoutes.ts | FUNCTION: folderTree | MESSAGE:  [0m 
[32m [INFO] [11/25/2025 13:09] | USER: nogeens@goedtesten.com | IP: ::ffff:127.0.0.1 | ROUTE: /folderTree | FILE: routes/editRoutes.ts | FUNCTION: folderTree | MESSAGE:  [0m 
[32m [INFO] [11/25/2025 13:12] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Login | FILE: /Users/niek/Documents/code/github/Niek-CMS/server/auth/authServices.ts | FUNCTION: Login | MESSAGE: Email does not exist [0m 
[32m [INFO] [11/25/2025 14:24] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Login | FILE: /Users/niek/Documents/code/github/Niek-CMS/server/auth/authServices.ts | FUNCTION: Login | MESSAGE: Email does not exist [0m 
[32m [INFO] [11/25/2025 14:24] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Register | FILE: /Users/niek/Documents/code/github/Niek-CMS/server/auth/authServices.ts | FUNCTION: Register | MESSAGE: Register succesful [0m 
[32m [INFO] [11/25/2025 14:28] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Register | FILE: /Users/niek/Documents/code/github/Niek-CMS/server/auth/authServices.ts | FUNCTION: Register | MESSAGE: Password too short [0m 
[32m [INFO] [11/25/2025 14:28] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Register | FILE: /Users/niek/Documents/code/github/Niek-CMS/server/auth/authServices.ts | FUNCTION: Register | MESSAGE: Password too short [0m 
[32m [INFO] [11/25/2025 14:29] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Register | FILE: /Users/niek/Documents/code/github/Niek-CMS/server/auth/authServices.ts | FUNCTION: Register | MESSAGE: Password too short [0m 
[32m [INFO] [11/25/2025 14:29] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Register | FILE: /Users/niek/Documents/code/github/Niek-CMS/server/auth/authServices.ts | FUNCTION: Register | MESSAGE: Email already exists [0m 
[32m [INFO] [11/25/2025 14:39] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Register | FILE: /Users/niek/Documents/code/github/Niek-CMS/server/auth/authServices.ts | FUNCTION: Register | MESSAGE: Email already exists [0m 
[32m [INFO] [11/25/2025 14:39] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Register | FILE: /Users/niek/Documents/code/github/Niek-CMS/server/auth/authServices.ts | FUNCTION: Register | MESSAGE: Email already exists [0m 
[32m [INFO] [11/25/2025 14:39] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Register | FILE: /Users/niek/Documents/code/github/Niek-CMS/server/auth/authServices.ts | FUNCTION: Register | MESSAGE: Password too short [0m 
[32m [INFO] [11/25/2025 14:39] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Register | FILE: /Users/niek/Documents/code/github/Niek-CMS/server/auth/authServices.ts | FUNCTION: Register | MESSAGE: Password too short [0m 
[32m [INFO] [11/25/2025 14:39] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Register | FILE: /Users/niek/Documents/code/github/Niek-CMS/server/auth/authServices.ts | FUNCTION: Register | MESSAGE: Password too short [0m 
[32m [INFO] [11/25/2025 14:39] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Register | FILE: /Users/niek/Documents/code/github/Niek-CMS/server/auth/authServices.ts | FUNCTION: Register | MESSAGE: Password too short [0m 
[32m [INFO] [11/25/2025 14:39] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Register | FILE: /Users/niek/Documents/code/github/Niek-CMS/server/auth/authServices.ts | FUNCTION: Register | MESSAGE: Password too short [0m 
[32m [INFO] [11/25/2025 14:39] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Register | FILE: /Users/niek/Documents/code/github/Niek-CMS/server/auth/authServices.ts | FUNCTION: Register | MESSAGE: Password too short [0m 
[32m [INFO] [11/25/2025 14:39] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Register | FILE: /Users/niek/Documents/code/github/Niek-CMS/server/auth/authServices.ts | FUNCTION: Register | MESSAGE: Password too short [0m 
[32m [INFO] [11/25/2025 14:39] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Register | FILE: /Users/niek/Documents/code/github/Niek-CMS/server/auth/authServices.ts | FUNCTION: Register | MESSAGE: Password too short [0m 
[32m [INFO] [11/25/2025 14:39] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Register | FILE: /Users/niek/Documents/code/github/Niek-CMS/server/auth/authServices.ts | FUNCTION: Register | MESSAGE: Register succesful [0m 
[32m [INFO] [11/25/2025 14:48] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Register | FILE: /Users/niek/Documents/code/github/Niek-CMS/server/auth/authServices.ts | FUNCTION: Register | MESSAGE: Password too short [0m 
[32m [INFO] [11/25/2025 14:48] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Register | FILE: /Users/niek/Documents/code/github/Niek-CMS/server/auth/authServices.ts | FUNCTION: Register | MESSAGE: Register succesful [0m 
[32m [INFO] [11/25/2025 14:48] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Login | FILE: /Users/niek/Documents/code/github/Niek-CMS/server/auth/authServices.ts | FUNCTION: Login | MESSAGE: Login succesful [0m 
[93m [WARNING] [11/25/2025 14:48] | USER: hoi@hoi.nl | IP: ::ffff:127.0.0.1 | ROUTE: /folderTree | FILE: routes/editRoutes.ts | FUNCTION: folderTree | MESSAGE: [{"success":false,"function":"1","logMessage":"2"},"folderTree","ENOENT: no such file or directory, scandir 'projects/16/'"] [0m 
[93m [WARNING] [11/25/2025 14:48] | USER: hoi@hoi.nl | IP: ::ffff:127.0.0.1 | ROUTE: /folderTree | FILE: routes/editRoutes.ts | FUNCTION: folderTree | MESSAGE: [{"success":false,"function":"1","logMessage":"2"},"folderTree","ENOENT: no such file or directory, scandir 'projects/16/'"] [0m 
[93m [WARNING] [11/25/2025 14:49] | USER: hoi@hoi.nl | IP: ::ffff:127.0.0.1 | ROUTE: /folderTree | FILE: routes/editRoutes.ts | FUNCTION: folderTree | MESSAGE: [{"success":false,"function":"1","logMessage":"2"},"folderTree","ENOENT: no such file or directory, scandir 'projects/16/'"] [0m 
[93m [WARNING] [11/25/2025 14:49] | USER: hoi@hoi.nl | IP: ::ffff:127.0.0.1 | ROUTE: /folderTree | FILE: routes/editRoutes.ts | FUNCTION: folderTree | MESSAGE: [{"success":false,"function":"1","logMessage":"2"},"folderTree","ENOENT: no such file or directory, scandir 'projects/16/'"] [0m 
[93m [WARNING] [11/25/2025 14:51] | USER: hoi@hoi.nl | IP: ::ffff:127.0.0.1 | ROUTE: /folderTree | FILE: routes/editRoutes.ts | FUNCTION: folderTree | MESSAGE: [{"success":false,"function":"1","logMessage":"2"},"folderTree","ENOENT: no such file or directory, scandir 'projects/16/'"] [0m 
[93m [WARNING] [11/25/2025 14:52] | USER: hoi@hoi.nl | IP: ::ffff:127.0.0.1 | ROUTE: /folderTree | FILE: routes/editRoutes.ts | FUNCTION: folderTree | MESSAGE: [{"success":false,"function":"1","logMessage":"2"},"folderTree","ENOENT: no such file or directory, scandir 'projects/16/'"] [0m 
[93m [WARNING] [11/25/2025 14:53] | USER: hoi@hoi.nl | IP: ::ffff:127.0.0.1 | ROUTE: /folderTree | FILE: routes/editRoutes.ts | FUNCTION: folderTree | MESSAGE: [{"success":false,"function":"1","logMessage":"2"},"folderTree","ENOENT: no such file or directory, scandir 'projects/16/Dir1'"] [0m 
